iter	TotalF1:average=Macro	MultiClass
866	0.841838137	0.4107210499
867	0.8418473766	0.4106156467
868	0.8419671616	0.4105273614
869	0.8420312984	0.4104354117
870	0.8420602477	0.4103550048
871	0.8421424573	0.4102663792
872	0.8421109857	0.4101740893
873	0.8421453517	0.4100988387
874	0.8423006477	0.4099977281
875	0.8423639264	0.4099174782
876	0.8423352452	0.4098486927
877	0.8424027585	0.4097283702
878	0.8424436547	0.409614094
879	0.8425367966	0.4094956561
880	0.8425608802	0.4094386751
881	0.8425659504	0.409333141
882	0.8426289446	0.4092279211
883	0.8426793588	0.4091262608
884	0.8426756863	0.4090429748
885	0.8425914748	0.4089527787
886	0.8426114996	0.4088678961
887	0.8426219304	0.4087854476
888	0.8426809737	0.4087113225
889	0.8427660617	0.4086053173
890	0.8427636303	0.408528758
891	0.8427771422	0.4084511779
892	0.8428559216	0.4083629712
893	0.8428805886	0.408289134
894	0.8429046866	0.4082059003
895	0.8430055594	0.4081266974
896	0.843009128	0.4080693761
897	0.8430911526	0.4079837344
898	0.8431653526	0.4078688823
899	0.8430939834	0.4077736871
900	0.8431562847	0.407707388
901	0.8432167707	0.40762261
902	0.8432914283	0.4075584049
903	0.8433522233	0.4074857717
904	0.8434490255	0.4073907859
905	0.8434792609	0.4073074998
906	0.8434111507	0.4072105509
907	0.8435117549	0.4071225012
908	0.8435151871	0.407057537
909	0.8435448925	0.4069642263
910	0.8436079322	0.4068952313
911	0.8437451746	0.4068086211
912	0.8437906946	0.4067383436
913	0.8438500895	0.4066456087
914	0.8439284572	0.4065760379
915	0.8439179093	0.406481497
916	0.8439056252	0.4064092826
917	0.8438683031	0.406338246
918	0.8439214203	0.4062768677
919	0.843985192	0.4062126364
920	0.8440566567	0.4061598432
921	0.8440184792	0.406073966
922	0.8440941394	0.405984372
923	0.8441828082	0.4059063731
924	0.8442098826	0.4058115966
925	0.8442798788	0.4057315823
926	0.8442762123	0.4056477466
927	0.8443183287	0.405558519
928	0.8443646187	0.4054581937
929	0.8443986908	0.4053611138
930	0.8444631641	0.4052532503
931	0.8445523784	0.4051805648
932	0.8445695542	0.4050773341
933	0.84467125	0.4049899648
934	0.8447063597	0.4048956333
935	0.8447550113	0.404791565
936	0.8448275998	0.4047188271
937	0.8449024689	0.4046164863
938	0.8449336394	0.404528201
939	0.8449537761	0.4044461714
940	0.8449865296	0.4043525465
941	0.8449840315	0.4042648109
942	0.8450034445	0.4041723116
943	0.8450023457	0.40409782
944	0.8450694455	0.404020397
945	0.8451547872	0.4039220346
946	0.8451960922	0.4037936506
947	0.8452604039	0.4037358319
948	0.8453074273	0.4036353233
949	0.845349208	0.4035557802
950	0.8453857246	0.4034935905
951	0.8453725603	0.4034110373
952	0.845465045	0.403334478
953	0.8454354179	0.4032640958
954	0.8454286655	0.4032006759
955	0.8454896264	0.4031336178
956	0.8454904279	0.4030509076
957	0.8455999597	0.4029399817
958	0.8456250077	0.4028652022
959	0.8456967522	0.4028035098
960	0.8457542419	0.4027146225
961	0.8457699901	0.4026173857
962	0.8458705432	0.402535199
963	0.8458798461	0.4024638483
964	0.8459070817	0.4023869226
965	0.8459532611	0.4022862046
966	0.8459743671	0.4022106399
967	0.8460352731	0.40212437
968	0.846154685	0.4020337814
969	0.8461478242	0.4019434021
970	0.8462126185	0.4018788568
971	0.8461640917	0.4018057001
972	0.8461876867	0.4017328052
973	0.8462052368	0.4016610096
974	0.8462641745	0.4015732739
975	0.846213909	0.401487449
976	0.8462184346	0.4014139782
977	0.8462854075	0.4013110093
978	0.8462808427	0.4012540544
979	0.8463128883	0.4011909747
980	0.8462480439	0.4011228173
981	0.8462932305	0.4010657839
982	0.8463627655	0.4009498326
983	0.8465001769	0.4008593225
984	0.8465186236	0.4008015824
985	0.8465561851	0.4007193957
986	0.8466236216	0.4006354814
987	0.8466000641	0.4005372238
988	0.8466425088	0.4004753482
989	0.8467311599	0.4003820898
990	0.8467523887	0.4003037245
991	0.8467333736	0.4002395455
992	0.8468464659	0.4001499254
993	0.846833101	0.4000639695
994	0.8468838762	0.3999931947
995	0.8468854019	0.399921687
996	0.8469822674	0.3998093215
997	0.8469942761	0.3997053318
998	0.8469461587	0.3996258671
999	0.8469912693	0.3995587044
1000	0.8469869176	0.3994770411
1001	0.8469903643	0.399412993
1002	0.8471408982	0.3993304137
1003	0.8472381282	0.3992247488
1004	0.8472349459	0.3991666161
1005	0.8472926028	0.3990768912
1006	0.847380233	0.3989772463
1007	0.8474650076	0.3988933059
1008	0.8475363842	0.3988213271
1009	0.8476198608	0.3987414437
1010	0.8475539829	0.3986501222
1011	0.8476217555	0.3985823574
1012	0.8476474789	0.3985101953
1013	0.8476597475	0.3984337669
1014	0.8476315952	0.3983599559
1015	0.8477448681	0.3982789994
1016	0.8476915836	0.3982246881
1017	0.8476601899	0.3981521334
1018	0.8476675628	0.3981005966
1019	0.847695486	0.3980099032
1020	0.8477269416	0.3979533148
1021	0.8477126133	0.3978778286
1022	0.8477261655	0.397790852
1023	0.8477222447	0.3977214121
1024	0.8478489005	0.3976615257
1025	0.8478663451	0.3975828463
1026	0.84793995	0.3975081454
1027	0.8479213038	0.3974410349
1028	0.8479720559	0.3973567019
1029	0.8480040485	0.3973049295
1030	0.848043364	0.3972348614
1031	0.8481429903	0.3971588256
1032	0.8480822296	0.3970889669
1033	0.8481842053	0.3970062305
1034	0.8482266984	0.3969378637
1035	0.8482832399	0.3968828719
1036	0.8483107758	0.396817201
1037	0.8483428897	0.3967396209
1038	0.8483344655	0.3966635589
1039	0.848471648	0.3965758495
1040	0.8485138271	0.3965116443
1041	0.8485467748	0.3964049586
1042	0.8485536812	0.3963326395
1043	0.8484938402	0.3962619956
1044	0.8485854296	0.3961820075
1045	0.848713523	0.3960862626
1046	0.8486800874	0.3959861204
1047	0.848699726	0.3959341909
1048	0.8487809844	0.3958287616
1049	0.8488290532	0.3957491661
1050	0.8488641885	0.395677004
1051	0.848913837	0.3955898966
1052	0.8489018196	0.3955151171
1053	0.8488259071	0.3954510167
1054	0.8488872126	0.3954048456
1055	0.8489183284	0.395346739
1056	0.8490117555	0.3952855701
1057	0.8490242222	0.3952101886
1058	0.8490203752	0.3951629967
1059	0.8490371432	0.3950729577
1060	0.8491001878	0.3949946971
1061	0.8492259244	0.3949033494
1062	0.8492628732	0.394808128
1063	0.8493196377	0.3947202877
1064	0.8493769905	0.3946582027
1065	0.8494046824	0.3945876372
1066	0.8493544371	0.3945227778
1067	0.8494544511	0.3944193376
1068	0.849445496	0.3943308953
1069	0.8495361458	0.3942767672
1070	0.8495098286	0.3942163312
1071	0.8495615653	0.3941296949
1072	0.8495800818	0.3940760379
1073	0.8496709607	0.3940281131
1074	0.849650202	0.393926636
1075	0.8496756326	0.3938785804
1076	0.8496383996	0.3938050049
1077	0.8496596288	0.3937579962
1078	0.8497011312	0.3936947857
1079	0.8496658139	0.3936038568
1080	0.8497674189	0.3935146031
1081	0.8497820819	0.3934618622
1082	0.8498064984	0.3933905639
1083	0.8497887637	0.3933071732
1084	0.8498247107	0.3932339903
1085	0.849852005	0.393158923
1086	0.8498805945	0.393088881
1087	0.849955544	0.3930285759
1088	0.8499914525	0.3929580104
1089	0.8499555363	0.3928854296
1090	0.8499551248	0.3928273754
1091	0.8499996733	0.3927668347
1092	0.8500492486	0.3926973947
1093	0.8500871916	0.392633844
1094	0.8500574669	0.3925612108
1095	0.850089446	0.3924831596
1096	0.8501639032	0.3924112331
1097	0.8501520705	0.392347185
1098	0.8502530063	0.3922709136
1099	0.8502854808	0.3921735197
1100	0.8502973266	0.3921035825
1101	0.8503905059	0.3920522551
1102	0.8503621791	0.3919835742
1103	0.8503279809	0.3919169872
1104	0.8503402153	0.3918489869
1105	0.8504371136	0.3917656485
1106	0.8504839654	0.3916797712
1107	0.8505581531	0.3916181835
1108	0.8506230648	0.3915403416
1109	0.8506083097	0.39146975
1110	0.8506677298	0.3914025087
1111	0.8507272217	0.3913122866
1112	0.8507314504	0.39123824
1113	0.8507276759	0.3911776469
1114	0.8507483023	0.3911005641
1115	0.850741241	0.3910289255
1116	0.8508423491	0.3909755827
1117	0.8508038412	0.3909186016
1118	0.8508943578	0.3908427229
1119	0.8509725887	0.3907696447
1120	0.8509873513	0.3907119046
1121	0.8510303772	0.3906325709
1122	0.8510672079	0.3905735482
1123	0.8510282105	0.3905018835
1124	0.8511122506	0.3904018722
1125	0.8511676585	0.3903180103
1126	0.8511883315	0.3902446181
1127	0.8512237644	0.3901812244
1128	0.851268941	0.3901091932
1129	0.8513301579	0.3900417948
1130	0.851447017	0.389978689
1131	0.8513912391	0.3899288535
1132	0.8514714901	0.3898592042
1133	0.8514852638	0.3897848173
1134	0.8515556925	0.3897106137
1135	0.8516695178	0.3896355463
1136	0.8516761375	0.3895605051
1137	0.8517468846	0.3894872176
1138	0.8517458373	0.3894215467
1139	0.8517737275	0.3893487565
1140	0.8517437921	0.3892924036
1141	0.8517886695	0.3892094579
1142	0.8517850773	0.3891314852
1143	0.85191207	0.3890636418
1144	0.8519601248	0.3890108225
1145	0.8519587684	0.3889501509
1146	0.851959683	0.3888744291
1147	0.8520192911	0.3888029476
1148	0.8519908051	0.3887076215
1149	0.8520448615	0.3886550377
1150	0.8520683149	0.3885830589
1151	0.8520849613	0.3885219423
1152	0.852088663	0.3884572399
1153	0.8521703613	0.3883780108
1154	0.8522447567	0.3883309759
1155	0.8522210769	0.3882661688
1156	0.8522454436	0.3882031153
1157	0.8522804715	0.3881283097
1158	0.8522596734	0.3880690515
1159	0.8523260237	0.3879898748
1160	0.8523860538	0.3879119806
1161	0.8524135892	0.3878429595
1162	0.8524427243	0.387798097
1163	0.8525005072	0.3877278195
1164	0.8525864798	0.3876381208
1165	0.8525547082	0.3875851968
1166	0.8526115581	0.3875244728
1167	0.8526431423	0.3874435163
1168	0.852684715	0.3873950418
1169	0.852709145	0.387323063
1170	0.8526938071	0.3872556646
1171	0.8527202787	0.387177404
1172	0.8527209974	0.3870978347
1173	0.8527449248	0.3870239451
1174	0.8527799876	0.3869670949
1175	0.8527601873	0.3868851961
1176	0.8527813805	0.3868175099
1177	0.8528545757	0.386767622
1178	0.8528432691	0.3867042544
1179	0.8529038735	0.3866392118
1180	0.8529003161	0.3865783569
1181	0.8529665301	0.3865076345
1182	0.8529808846	0.3864487689
1183	0.8530186885	0.3863929133
1184	0.8530284286	0.3863191023
1185	0.853073774	0.3862639796
1186	0.8530775649	0.3861921316
1187	0.8530650684	0.3861135308
1188	0.8530824408	0.3860581202
1189	0.8531741474	0.3859934963
1190	0.8532034792	0.3859470372
1191	0.8532083242	0.3858891139
1192	0.853287113	0.3858239141
1193	0.8533237846	0.3857718538
1194	0.8533659099	0.3857145325
1195	0.8534793072	0.3856661104
1196	0.8534690608	0.3855831646
1197	0.8534981624	0.3855269164
1198	0.8534677104	0.3854553564
1199	0.8534935122	0.3853842675
1200	0.853507625	0.3853331232
1201	0.8535498191	0.385286036
1202	0.8535841435	0.3852310442
1203	0.8535812503	0.3851752933
1204	0.8536484	0.3851056963
1205	0.8536202225	0.3850557299
1206	0.8536383172	0.3850051877
1207	0.8536887019	0.3849284452
1208	0.8537563718	0.3848621723
1209	0.8537048368	0.3847714267
1210	0.8536755519	0.3846977465
1211	0.8537686258	0.3846548471
1212	0.8537929116	0.3845978661
1213	0.8537539216	0.3845371945
1214	0.8537860994	0.3844862858
1215	0.8538258335	0.3844004609
1216	0.8538924058	0.3843262834
1217	0.8539257471	0.3842412699
1218	0.8539600321	0.3841802842
1219	0.8540158169	0.3841084362
1220	0.8540176423	0.384008137
1221	0.8539877775	0.3839382521
1222	0.8540066754	0.3838856945
1223	0.8541748774	0.3838010212
1224	0.8541729853	0.3837235196
1225	0.8542505149	0.3836738935
1226	0.8542569677	0.3836103951
1227	0.8543348989	0.3835262977
1228	0.854362863	0.3834646838
1229	0.8544260764	0.3833928097
1230	0.8544032247	0.3833231603
1231	0.8544217195	0.3832598975
1232	0.8543994762	0.3831930488
1233	0.8545560726	0.3831025125
1234	0.8545675419	0.3830525985
1235	0.8545638809	0.3829552307
1236	0.8546051623	0.3828755305
1237	0.8545573883	0.3828137858
1238	0.8546394619	0.3827414929
1239	0.8546951976	0.3826749059
1240	0.8547208551	0.3826201497
1241	0.8547289109	0.3825724343
1242	0.8547714225	0.3825028634
1243	0.8548702446	0.3824425321
1244	0.8548591584	0.3823911523
1245	0.8548838748	0.38232467
1246	0.8548629121	0.3822456242
1247	0.854806063	0.3821888002
1248	0.854851796	0.3821268461
1249	0.8548914606	0.3820640282
1250	0.8549255357	0.3820115491
1251	0.8549303538	0.3819547774
1252	0.8549850959	0.3818943152
1253	0.8549947543	0.3818325704
1254	0.8551028283	0.3817785994
1255	0.8550769479	0.3817098138
1256	0.8551376066	0.381644902
1257	0.8551722439	0.3815862982
1258	0.8552496312	0.3815070691
1259	0.8552455528	0.3814510041
1260	0.8553070393	0.3814020585
1261	0.8553358072	0.3813452607
1262	0.8553420008	0.3812846676
1263	0.8553066067	0.3812249906
1264	0.8553720036	0.3811718833
1265	0.8554606647	0.3810843571
1266	0.8554543548	0.3810290512
1267	0.855452739	0.3809672279
1268	0.8554946595	0.3808952491
1269	0.855520206	0.3808470364
1270	0.8554486012	0.380784297
1271	0.8555123607	0.3807232851
1272	0.8555311411	0.3806586351
1273	0.8555346983	0.3805835677
1274	0.8556417616	0.3805072963
1275	0.8556648144	0.3804535085
1276	0.8557102567	0.3803950355
1277	0.8557292191	0.380337243
1278	0.8557140034	0.3802613905
1279	0.855822874	0.380177895
1280	0.8557725061	0.3801151295
1281	0.8557829324	0.3800381514
1282	0.8558208939	0.3799702819
1283	0.8558162453	0.3798997427
1284	0.8558560785	0.3798581258
1285	0.8558808099	0.3797853879
1286	0.8559545288	0.3797145346
1287	0.8559903362	0.3796538368
1288	0.8560609125	0.3795822768
1289	0.8560400715	0.3795410787
1290	0.8560087727	0.3794803024
1291	0.8560628319	0.3794264622
1292	0.8561471039	0.3793649531
1293	0.8562289882	0.3793154316
1294	0.8562239487	0.3792527708
1295	0.8561920462	0.3791919421
1296	0.8563386989	0.3791255122
1297	0.8562663917	0.3790434302
1298	0.8562231211	0.3789842243
1299	0.8563180013	0.3789134495
1300	0.8563485755	0.3788305299
1301	0.8563660227	0.3787557766
1302	0.8564114284	0.3787024861
1303	0.8563971168	0.3786389092
1304	0.8564829699	0.3785948581
1305	0.856495513	0.3785093735
1306	0.8565452952	0.3784381799
1307	0.8565695749	0.3783655205
1308	0.8565656385	0.378311183
1309	0.8565188363	0.3782545946
1310	0.8565003474	0.3781960954
1311	0.8564866021	0.3781454747
1312	0.8565256138	0.3780971835
1313	0.8565641865	0.3780486828
1314	0.8566775651	0.3779576754
1315	0.8566776461	0.3779005373
1316	0.8566701118	0.377856591
1317	0.8567316819	0.3777734881
1318	0.8567688831	0.3777286257
1319	0.8568165178	0.3776624575
1320	0.8568517843	0.377593986
1321	0.8568926635	0.3775386801
1322	0.8569699186	0.377468769
1323	0.8569354587	0.3774131752
1324	0.8569909155	0.3773419554
1325	0.8569272372	0.3772926957
1326	0.8569625907	0.3772541936
1327	0.8570173836	0.377193522
1328	0.8570051254	0.3771499421
1329	0.8570037945	0.3770994784
1330	0.8571106782	0.3770371055
1331	0.8571279277	0.3769663045
1332	0.8571732195	0.3769132234
1333	0.8572132175	0.3768488089
1334	0.8571878251	0.3768032397
1335	0.8572808644	0.3767420185
1336	0.8573113068	0.3766700396
1337	0.8573120554	0.3766239994
1338	0.8573119983	0.3765762578
1339	0.8573362701	0.376529694
1340	0.8573534316	0.3764613272
1341	0.8574427179	0.3763963107
1342	0.8574994688	0.3763287815
1343	0.8574752786	0.376278344
1344	0.8575397861	0.3762082497
1345	0.8575175025	0.3761568437
1346	0.8575794486	0.3760997841
1347	0.8576625245	0.3760455775
1348	0.8576617909	0.3759712168
1349	0.8577072136	0.3759277678
1350	0.8576526338	0.3758717814
1351	0.8577187909	0.3758249035
1352	0.8577540776	0.3757584736
1353	0.8577541278	0.375679611
1354	0.8577831092	0.375616479
1355	0.8578077875	0.3755740246
1356	0.8578253778	0.3755175932
1357	0.857829546	0.3754887755
1358	0.8578590431	0.3754147813
1359	0.8579482744	0.3753291395
1360	0.8579356162	0.3752742262
1361	0.8579498408	0.3752207263
1362	0.8579972392	0.3751706553
1363	0.858110634	0.3750942792
1364	0.8581627236	0.3750304928
1365	0.8581410278	0.3749656072
1366	0.8581537281	0.3748870587
1367	0.8582176589	0.3748333756
1368	0.8581530557	0.3747741174
1369	0.8581765041	0.3747192826
1370	0.8582147412	0.3746705987
1371	0.8582143884	0.3746226216
1372	0.8582562741	0.3745579715
1373	0.8583214182	0.3745022206
1374	0.858290303	0.3744390886
1375	0.8583393531	0.3743965819
1376	0.8583067807	0.3743568234
1377	0.8583518269	0.3743137146
1378	0.8583403127	0.374254247
1379	0.8583968971	0.3741665114
1380	0.8584451677	0.3741091639
1381	0.8584805325	0.3740512144
1382	0.8585098315	0.3739896528
1383	0.8584741253	0.3739427227
1384	0.8585274451	0.3738890657
1385	0.8584899086	0.3738522649
1386	0.8584999999	0.3737892376
1387	0.8585009386	0.3737319948
1388	0.8585003312	0.3736735742
1389	0.8585462392	0.3736240266
1390	0.8585669576	0.3735535659
1391	0.8585799655	0.3735116873
1392	0.8586579898	0.3734526646
1393	0.8586743672	0.3733915481
1394	0.8586786014	0.3733304838
1395	0.8586949383	0.3732610439
1396	0.8587377874	0.3732043508
1397	0.8587850332	0.3731533112
1398	0.8587272841	0.3730928228
1399	0.8588824502	0.3730392183
1400	0.8588390613	0.3729701709
1401	0.8589165052	0.3729248374
1402	0.8589370305	0.3728738763
1403	0.8589461875	0.3728141732
1404	0.8589377524	0.3727566163
1405	0.858981852	0.3726972272
1406	0.8590544814	0.372643675
1407	0.8590676814	0.3725800457
1408	0.8590851078	0.37250914
1409	0.8592192291	0.3724330518
1410	0.8592442729	0.3723893934
1411	0.8592431385	0.3723305802
1412	0.8592078211	0.3722829171
1413	0.8592206881	0.3722413264
1414	0.8592518881	0.3722059914
1415	0.8593595431	0.3721434352
1416	0.8592619612	0.3720793348
1417	0.8593139669	0.3720206524
1418	0.8592855299	0.3719539869
1419	0.859327593	0.3718868242
1420	0.8593703687	0.3718460972
1421	0.8593873761	0.3717846142
1422	0.8594839713	0.3717266386
1423	0.8595088544	0.3716744735
1424	0.8595194217	0.3716290614
1425	0.8595347008	0.3715593074
1426	0.859545382	0.3714981647
1427	0.8595263726	0.3714600813
1428	0.8596118909	0.3714118424
1429	0.8597502849	0.3713343147
1430	0.8597651015	0.3712894261
1431	0.8598208875	0.3712143325
1432	0.8598564082	0.3711313606
1433	0.8599103686	0.3710631508
1434	0.859891891	0.3710036309
1435	0.8599532231	0.3709576168
1436	0.8600085061	0.370896317
1437	0.8600893436	0.3708366923
1438	0.8600574789	0.370788087
1439	0.8600737623	0.3707433031
1440	0.8600519941	0.3707033614
1441	0.8600832712	0.3706665606
1442	0.8601132054	0.370599136
1443	0.8601392084	0.3705433066
1444	0.8601419952	0.3704959577
1445	0.8601998493	0.3704488966
1446	0.8602011095	0.3703903713
1447	0.8601997755	0.3703401693
1448	0.8602853487	0.3702856225
1449	0.8602874483	0.3702319393
1450	0.8602997306	0.3701721576
1451	0.8603398761	0.3701111981
1452	0.8603602291	0.3700483541
1453	0.8603460217	0.3700039104
1454	0.8603067631	0.3699443381
1455	0.8603397009	0.3698840591
1456	0.8603829438	0.3698217385
1457	0.8604332596	0.369764234
1458	0.86041826	0.3697060489
1459	0.8603892108	0.3696364258
1460	0.8605158603	0.3695743408
1461	0.8605699321	0.3695114444
1462	0.860613183	0.3694571331
1463	0.8606193318	0.3693976917
1464	0.8606339024	0.3693336698
1465	0.8606409993	0.3693080191
1466	0.8606626677	0.3692721344
1467	0.860650845	0.3692272981
1468	0.8606787066	0.3691639829
1469	0.860734512	0.3691118179
1470	0.8607175752	0.3690624797
1471	0.8607977171	0.3690069121
1472	0.8608146599	0.3689556893
1473	0.8608573877	0.3688998599
1474	0.8608508389	0.3688351837
1475	0.860964929	0.3687792234
1476	0.8609390607	0.3687158035
1477	0.860974802	0.3686669364
1478	0.8609763992	0.3685979153
1479	0.8609724408	0.3685532361
1480	0.8609919687	0.3684884551
1481	0.8610008329	0.3684465504
1482	0.8609968297	0.3683982068
1483	0.8610076818	0.3683477431
1484	0.8610142306	0.3682923063
1485	0.8610647458	0.3682436748
1486	0.8610537926	0.3681756221
1487	0.8611035672	0.3681180913
1488	0.8610948736	0.3680746161
1489	0.8611695182	0.3680222155
1490	0.861207393	0.3679638473
1491	0.8611606608	0.3679034374
1492	0.8611919813	0.3678337619
1493	0.8612799626	0.3677846331
1494	0.8612734208	0.3677134918
1495	0.8613619639	0.367657898
1496	0.8613628091	0.3675948184
1497	0.8614280533	0.3675354293
1498	0.8614495531	0.3674739201
1499	0.8614702729	0.3674381663
